Date,Open,High,Low,Close,Adj Close,Volume
2020-03-18,26.020000,26.299999,19.250000,22.330000,22.330000,24554800
2020-03-19,21.760000,24.150000,20.549999,22.410000,22.410000,17031500
2020-03-20,24.450001,28.100000,22.000000,23.809999,23.809999,22221500
2020-03-23,24.030001,29.320000,22.770000,28.190001,28.190001,20278800
2020-03-24,34.500000,39.590000,32.139999,34.470001,34.470001,28057200
2020-03-25,40.500000,45.450001,34.709999,42.410000,42.410000,32761400
2020-03-26,42.830002,49.869999,37.849998,40.610001,40.610001,35085100
2020-03-27,37.509998,37.529999,32.799999,34.500000,34.500000,31129200
2020-03-30,32.310001,32.630001,28.100000,29.770000,29.770000,25443700
2020-03-31,28.639999,35.650002,28.299999,32.169998,32.169998,26187400
2020-04-01,30.299999,30.860001,25.600000,25.770000,25.770000,24415500
2020-04-02,25.500000,27.950001,23.950001,24.820000,24.820000,29239400
2020-04-03,25.709999,26.209999,22.250000,24.389999,24.389999,26467300
2020-04-06,26.799999,30.209999,25.850000,29.610001,29.610001,33519300
2020-04-07,35.310001,39.750000,31.650000,33.549999,33.549999,51068300
2020-04-08,34.880001,37.799999,33.650002,37.560001,37.560001,28694300
2020-04-09,40.820000,45.119999,36.759998,40.220001,40.220001,46241200
2020-04-13,36.320000,36.700001,33.250000,33.369999,33.369999,34049200
2020-04-14,35.950001,39.000000,35.360001,37.840000,37.840000,32458600
2020-04-15,35.020000,37.849998,34.400002,36.980000,36.980000,22565500
2020-04-16,36.500000,37.070000,33.009998,34.009998,34.009998,24760200
2020-04-17,37.110001,37.610001,35.000000,37.389999,37.389999,24741700
2020-04-20,35.509998,37.209999,34.910000,35.990002,35.990002,15153000
2020-04-21,34.500000,35.770000,33.500000,34.430000,34.430000,15515200
2020-04-22,35.340000,35.740002,33.619999,34.009998,34.009998,9840700
2020-04-23,34.369999,37.200001,34.130001,36.880001,36.880001,21504000
2020-04-24,37.099998,37.480000,35.000000,35.680000,35.680000,14773900
2020-04-27,36.330002,39.580002,35.860001,39.470001,39.470001,19029200
2020-04-28,41.900002,43.009998,39.570000,41.590000,41.590000,23428800
2020-04-29,45.000000,48.599998,44.419998,48.060001,48.060001,28659800
2020-04-30,47.509998,48.560001,44.380001,46.770000,46.770000,21274400
2020-05-01,43.130001,44.740002,40.599998,40.770000,40.770000,20273800
2020-05-04,37.610001,41.750000,37.020000,41.369999,41.369999,22844900
2020-05-05,41.630001,42.270000,37.020000,37.200001,37.200001,25370100
2020-05-06,38.209999,38.500000,36.000000,36.110001,36.110001,15416900
2020-05-07,36.480000,38.970001,36.450001,38.029999,38.029999,13834900
2020-05-08,40.299999,41.389999,38.549999,39.919998,39.919998,15948800
2020-05-11,39.110001,39.480000,37.779999,38.070000,38.070000,9389600
2020-05-12,38.950001,39.220001,36.320000,36.340000,36.340000,10499900
2020-05-13,36.980000,37.009998,33.400002,34.529999,34.529999,22563500
2020-05-14,33.000000,35.869999,31.410000,35.150002,35.150002,22829500
2020-05-15,34.400002,38.270000,34.369999,37.450001,37.450001,18249400
2020-05-18,41.200001,44.980000,41.200001,43.700001,43.700001,29372600
2020-05-19,43.759998,44.310001,40.919998,42.150002,42.150002,17966900
2020-05-20,43.200001,43.619999,39.709999,40.730000,40.730000,22451000
2020-05-21,41.200001,45.070000,40.349998,43.349998,43.349998,28093800
2020-05-22,44.650002,45.400002,42.020000,43.139999,43.139999,15272600
2020-05-26,47.110001,50.360001,46.669998,49.560001,49.560001,27211800
2020-05-27,54.139999,55.320000,49.299999,54.290001,54.290001,31922200
2020-05-28,53.439999,54.700001,51.330002,51.700001,51.700001,21502300
2020-05-29,50.000000,52.820000,49.090000,51.869999,51.869999,19047800
2020-06-01,52.000000,56.070000,51.560001,55.639999,55.639999,19886400
2020-06-02,57.259998,58.439999,55.389999,56.000000,56.000000,18216000
2020-06-03,54.700001,58.799999,54.599998,58.110001,58.110001,18385800
2020-06-04,57.450001,60.320000,55.580002,57.689999,57.689999,33102100
2020-06-05,64.860001,74.589996,64.599998,69.440002,69.440002,61286500
2020-06-08,75.059998,75.550003,70.099998,75.120003,75.120003,32661300
2020-06-09,70.830002,71.720001,66.629997,69.910004,69.910004,22273600
2020-06-10,67.839996,67.839996,60.799999,63.590000,63.590000,25167000
2020-06-11,56.020000,60.000000,54.070000,54.509998,54.509998,29730900
2020-06-12,60.599998,62.700001,57.000000,61.180000,61.180000,25974100
2020-06-15,55.750000,61.779999,55.320000,60.830002,60.830002,20473000
2020-06-16,66.500000,66.889999,60.540001,62.500000,62.500000,21519800
2020-06-17,59.009998,60.240002,56.759998,58.029999,58.029999,21778900
2020-06-18,56.549999,61.689999,56.209999,59.349998,59.349998,21486000
2020-06-19,60.959999,61.119999,54.720001,55.270000,55.270000,24765400
2020-06-22,53.500000,54.139999,50.349998,51.860001,51.860001,26221000
2020-06-23,52.619999,54.599998,51.349998,54.360001,54.360001,18591800
2020-06-24,51.900002,52.459999,46.520000,48.240002,48.240002,26872900
2020-06-25,45.349998,49.189999,45.250000,48.580002,48.580002,21698800
2020-06-26,48.619999,48.910000,45.430000,46.410000,46.410000,14396000
2020-06-29,46.090000,50.490002,45.060001,50.299999,50.299999,17409100
2020-06-30,49.599998,50.770000,47.779999,50.299999,50.299999,14819000
2020-07-01,51.990002,55.619999,50.450001,50.830002,50.830002,17917100
2020-07-02,52.970001,53.619999,49.360001,49.509998,49.509998,13823700
2020-07-06,50.290001,51.490002,47.889999,50.020000,50.020000,13304500
2020-07-07,48.910000,49.750000,47.419998,47.560001,47.560001,9986200
2020-07-08,46.970001,50.430000,46.509998,50.070000,50.070000,12332700
2020-07-09,50.919998,51.099998,46.549999,47.119999,47.119999,13952500
2020-07-10,47.029999,51.950001,46.130001,51.770000,51.770000,20560000
2020-07-13,52.090000,52.900002,49.360001,49.540001,49.540001,13636900
2020-07-14,48.720001,48.720001,47.139999,48.150002,48.150002,10562700
2020-07-15,51.490002,58.680000,51.349998,58.360001,58.360001,33940100
2020-07-16,55.410000,56.150002,53.750000,53.939999,53.939999,16256700
2020-07-17,52.110001,54.369999,51.500000,53.139999,53.139999,10959700
2020-07-20,53.820000,54.779999,51.970001,52.400002,52.400002,7672500
2020-07-21,52.900002,53.959999,51.959999,52.799999,52.799999,8713200
2020-07-22,52.060001,52.660000,51.380001,51.450001,51.450001,7258700
2020-07-23,50.500000,51.430000,49.400002,50.450001,50.450001,11370100
2020-07-24,50.000000,52.419998,49.599998,50.830002,50.830002,7006500
2020-07-27,50.580002,50.590000,48.220001,49.299999,49.299999,7319600
2020-07-28,49.349998,51.990002,49.250000,50.830002,50.830002,10081400
2020-07-29,51.160000,51.439999,49.619999,51.000000,51.000000,4947500
2020-07-30,50.200001,50.689999,49.099998,50.299999,50.299999,5437600
2020-07-31,50.020000,50.299999,47.880001,48.709999,48.709999,7490700
2020-08-03,47.580002,47.950001,45.709999,47.389999,47.389999,9292700
2020-08-04,47.259998,50.090000,47.150002,49.130001,49.130001,7519900
2020-08-05,50.560001,50.849998,48.380001,49.529999,49.529999,9849900
2020-08-06,48.900002,51.580002,48.549999,51.099998,51.099998,8729700
2020-08-07,50.709999,52.330002,49.459999,52.099998,52.099998,8397400
2020-08-10,51.110001,58.259998,51.110001,57.310001,57.310001,19738000
2020-08-11,61.480000,62.189999,58.290001,58.669998,58.669998,18211800
2020-08-12,60.520000,60.770000,55.029999,57.189999,57.189999,12710500
2020-08-13,56.709999,59.650002,56.389999,58.500000,58.500000,8594100
2020-08-14,57.930000,60.750000,57.599998,60.500000,60.500000,9203400
2020-08-17,60.349998,60.549999,58.560001,60.290001,60.290001,8097400
2020-08-18,60.000000,60.580002,58.709999,60.400002,60.400002,7827000
2020-08-19,60.209999,64.150002,60.040001,61.090000,61.090000,10438600
2020-08-20,59.959999,61.759998,59.270000,61.529999,61.529999,5405900
2020-08-21,61.509998,63.029999,61.290001,61.529999,61.529999,5980700
2020-08-24,63.040001,65.199997,61.200001,64.430000,64.430000,12221500
2020-08-25,64.580002,65.089996,62.700001,64.070000,64.070000,7931400
2020-08-26,63.720001,64.080002,61.889999,62.840000,62.840000,5710300
2020-08-27,64.040001,67.570000,63.970001,66.599998,66.599998,9902900
2020-08-28,67.809998,71.250000,66.639999,70.120003,70.120003,13883000
2020-08-31,70.129997,71.550003,68.199997,68.839996,68.839996,8218300
2020-09-01,66.989998,69.169998,65.669998,68.510002,68.510002,6146000
2020-09-02,69.180000,69.180000,66.730003,68.370003,68.370003,6132200
2020-09-03,71.099998,74.440002,68.930000,70.199997,70.199997,12987800
2020-09-04,72.470001,73.120003,68.580002,71.949997,71.949997,7898800
2020-09-08,70.019997,73.500000,69.550003,71.510002,71.510002,7383800
2020-09-09,70.620003,70.800003,67.610001,70.110001,70.110001,6760600
2020-09-10,70.730003,74.070000,70.089996,70.139999,70.139999,6334400
2020-09-11,70.489998,70.580002,68.150002,69.339996,69.339996,4109400
2020-09-14,70.330002,71.180000,69.360001,70.940002,70.940002,4715900
2020-09-15,70.690002,70.839996,66.940002,67.690002,67.690002,8654800
2020-09-16,67.690002,71.250000,67.000000,69.610001,69.610001,6676100
2020-09-17,68.050003,70.419998,67.510002,68.750000,68.750000,5638300
2020-09-18,68.500000,69.080002,64.519997,65.449997,65.449997,9855000
2020-09-21,62.090000,62.619999,59.119999,60.709999,60.709999,8709800
2020-09-22,61.000000,63.060001,60.660000,62.369999,62.369999,5057600
2020-09-23,63.020000,65.099998,61.169998,61.240002,61.240002,5252900
